Year,Month,Location,Category,Ideal Cost,Actual Cost,Variance
2023,January,Panaji,Spices,5.87,5.26,-0.61
2023,January,Panaji,Vegetables,2.64,2.78,0.14
2023,January,Khorlim,Bakery,1.12,1.12,0
2023,January,Khorlim,Beverages,1.75,1.96,0.21
2023,January,Khorlim,Fruits,1.83,1.86,0.03
2023,January,Khorlim,Groceries,10.81,10.68,-0.13
2023,January,Khorlim,Milk Products,2.95,2.88,-0.07
2023,January,Khorlim,Ready to eat,1.94,1.88,-0.06
2023,January,Khorlim,Spices,5.55,6,0.45
2023,January,Khorlim,Vegetables,2.81,2.81,0
2023,January,KTC,Bakery,1.12,1.16,0.04
2023,January,KTC,Beverages,1.89,1.97,0.08
2023,January,KTC,Fruits,1.75,1.78,0.03
2023,January,KTC,Groceries,10.96,10.58,-0.38
2023,January,KTC,Milk Products,2.77,2.6,-0.17
2023,January,KTC,Ready to eat,1.94,1.84,-0.1
2023,January,KTC,Spices,5.83,5.19,-0.64
2023,January,KTC,Vegetables,2.99,2.87,-0.12
2023,January,Margao,Bakery,1.14,1.16,0.02
2023,January,Margao,Beverages,1.8,1.84,0.04
2023,January,Margao,Fruits,1.93,2,0.07
2023,January,Margao,Groceries,11.43,11.49,0.06
2023,January,Margao,Milk Products,2.87,2.61,-0.26
2023,January,Margao,Ready to eat,1.83,1.98,0.15
2023,January,Margao,Spices,5.88,5.63,-0.25
2023,January,Margao,Vegetables,2.86,2.81,-0.05
2023,January,Siolim,Bakery,1.17,1.06,-0.11
2023,January,Siolim,Beverages,1.78,1.78,0
2023,January,Siolim,Fruits,1.89,1.92,0.03
2023,January,Siolim,Groceries,11.43,10.73,-0.7
2023,January,Siolim,Milk Products,2.79,2.64,-0.15
2023,January,Siolim,Ready to eat,1.93,1.96,0.03
2023,January,Siolim,Spices,5.73,5.31,-0.42
2023,January,Siolim,Vegetables,2.7,2.72,0.02
2023,January,Baga,Bakery,1.06,1.15,0.09
2023,January,Baga,Beverages,1.8,1.91,0.11
2023,January,Baga,Fruits,1.92,2,0.08
2023,January,Baga,Groceries,11.5,10.94,-0.56
2023,January,Baga,Milk Products,2.66,2.94,0.28
2023,January,Baga,Ready to eat,1.88,1.83,-0.05
2023,January,Baga,Spices,5.98,5.89,-0.09
2023,January,Baga,Vegetables,2.87,2.83,-0.04
2023,January,Porvorim,Bakery,1.19,1.15,-0.04
2023,January,Porvorim,Beverages,1.82,1.93,0.11
2023,January,Porvorim,Fruits,1.97,1.81,-0.16
2023,January,Porvorim,Groceries,11.11,10.76,-0.35
2023,January,Porvorim,Milk Products,2.91,2.78,-0.13
2023,January,Porvorim,Ready to eat,1.73,1.83,0.1
2023,January,Porvorim,Spices,5.74,5.38,-0.36
2023,January,Porvorim,Vegetables,2.61,2.61,0
2023,February,Panaji,Bakery,1.06,1.16,0.1
2023,February,Panaji,Beverages,1.97,1.78,-0.19
2023,February,Panaji,Fruits,1.88,1.89,0.01
2023,February,Panaji,Groceries,10.79,10.97,0.18
2023,February,Panaji,Milk Products,2.63,2.95,0.32
2023,February,Panaji,Ready to eat,1.86,1.96,0.1
2023,February,Panaji,Spices,5.6,5.22,-0.38
2023,February,Panaji,Vegetables,2.88,2.64,-0.24
2023,February,Khorlim,Bakery,1.09,1.09,0
2023,February,Khorlim,Beverages,1.82,1.77,-0.05
2023,February,Khorlim,Fruits,1.88,1.74,-0.14
2023,February,Khorlim,Groceries,10.95,11.48,0.53
2023,February,Khorlim,Milk Products,2.85,2.71,-0.14
2023,February,Khorlim,Ready to eat,1.79,1.85,0.06
2023,February,Khorlim,Spices,5.64,5.42,-0.22
2023,February,Khorlim,Vegetables,2.61,2.91,0.3
2023,February,KTC,Bakery,1.15,1.06,-0.09
2023,February,KTC,Beverages,1.96,1.91,-0.05
2023,February,KTC,Fruits,1.89,1.76,-0.13
2023,February,KTC,Groceries,11.6,11.6,0
2023,February,KTC,Milk Products,2.99,2.83,-0.16
2023,February,KTC,Ready to eat,1.84,1.75,-0.09
2023,February,KTC,Spices,5.66,5.76,0.1
2023,February,KTC,Vegetables,2.82,2.75,-0.07
2023,February,Margao,Bakery,1.08,1.11,0.03
2023,February,Margao,Beverages,1.88,1.75,-0.13
2023,February,Margao,Fruits,2,1.96,-0.04
2023,February,Margao,Groceries,11.13,10.39,-0.74
2023,February,Margao,Milk Products,2.69,2.86,0.17
2023,February,Margao,Ready to eat,1.83,1.87,0.04
2023,February,Margao,Spices,5.63,5.76,0.13
2023,February,Margao,Vegetables,3,2.81,-0.19
2023,February,Siolim,Bakery,1.19,1.19,0
2023,February,Siolim,Beverages,1.81,1.93,0.12
2023,February,Siolim,Fruits,1.84,1.73,-0.11
2023,February,Siolim,Groceries,11.56,11.05,-0.51
2023,February,Siolim,Milk Products,2.63,2.92,0.29
2023,February,Siolim,Ready to eat,1.96,1.89,-0.07
2023,February,Siolim,Spices,5.34,5.64,0.3
2023,February,Siolim,Vegetables,2.85,2.98,0.13
2023,February,Baga,Bakery,1.13,1.09,-0.04
2023,February,Baga,Beverages,1.77,1.87,0.1
2023,February,Baga,Fruits,1.82,1.84,0.02
2023,February,Baga,Groceries,11.96,11.58,-0.38
2023,February,Baga,Milk Products,2.86,2.85,-0.01
2023,February,Baga,Ready to eat,1.87,1.77,-0.1
2023,February,Baga,Spices,5.98,5.65,-0.33
2023,February,Baga,Vegetables,2.79,2.87,0.08
2023,February,Porvorim,Bakery,1.19,1.17,-0.02
2023,February,Porvorim,Beverages,1.8,1.74,-0.06
2023,February,Porvorim,Fruits,1.75,1.84,0.09
2023,February,Porvorim,Groceries,10.59,10.68,0.09
2023,February,Porvorim,Milk Products,2.89,2.96,0.07
2023,February,Porvorim,Ready to eat,1.9,1.9,0
2023,February,Porvorim,Spices,5.98,5.55,-0.43
2023,February,Porvorim,Vegetables,2.62,2.61,-0.01
2023,March,Panaji,Bakery,1.07,1.06,-0.01
2023,March,Panaji,Beverages,1.74,1.73,-0.01
2023,March,Panaji,Fruits,1.88,1.74,-0.14
2023,March,Panaji,Groceries,10.52,11.32,0.8
2023,March,Panaji,Milk Products,2.76,2.8,0.04
2023,March,Panaji,Ready to eat,1.91,1.98,0.07
2023,March,Panaji,Spices,5.4,5.96,0.56
2023,March,Panaji,Vegetables,2.94,2.94,0
2023,March,Khorlim,Bakery,1.17,1.08,-0.09
2023,March,Khorlim,Beverages,1.83,1.93,0.1
2023,March,Khorlim,Fruits,1.89,1.78,-0.11
2023,March,Khorlim,Groceries,10.38,10.77,0.39
2023,March,Khorlim,Milk Products,2.63,2.83,0.2
2023,March,Khorlim,Ready to eat,1.91,1.81,-0.1
2023,March,Khorlim,Spices,5.39,5.62,0.23
2023,March,Khorlim,Vegetables,2.67,2.85,0.18
2023,March,KTC,Bakery,1.18,1.11,-0.07
2023,March,KTC,Beverages,1.89,1.78,-0.11
2023,March,KTC,Fruits,1.95,1.88,-0.07
2023,March,KTC,Groceries,10.79,11.05,0.26
2023,March,KTC,Milk Products,2.83,2.88,0.05
2023,March,KTC,Ready to eat,1.88,1.9,0.02
2023,March,KTC,Spices,5.94,5.29,-0.65
2023,March,KTC,Vegetables,2.91,2.67,-0.24
2023,March,Margao,Bakery,1.08,1.12,0.04
2023,March,Margao,Beverages,1.84,1.85,0.01
2023,March,Margao,Fruits,1.91,1.84,-0.07
2023,March,Margao,Groceries,11.54,11.08,-0.46
2023,March,Margao,Milk Products,2.9,2.68,-0.22
2023,March,Margao,Ready to eat,1.96,1.77,-0.19
2023,March,Margao,Spices,5.83,5.28,-0.55
2023,March,Margao,Vegetables,2.89,2.67,-0.22
2023,March,Siolim,Bakery,1.16,1.13,-0.03
2023,March,Siolim,Beverages,1.85,2,0.15
2023,March,Siolim,Fruits,1.91,1.79,-0.12
2023,March,Siolim,Groceries,11.88,10.91,-0.97
2023,March,Siolim,Milk Products,2.66,2.83,0.17
2023,March,Siolim,Ready to eat,1.94,1.83,-0.11
2023,March,Siolim,Spices,5.98,5.99,0.01
2023,March,Siolim,Vegetables,2.6,2.95,0.35
2023,March,Baga,Bakery,1.05,1.1,0.05
2023,March,Baga,Beverages,1.91,1.85,-0.06
2023,March,Baga,Fruits,1.87,2,0.13
2023,March,Baga,Groceries,11.72,11.06,-0.66
2023,March,Baga,Milk Products,2.91,2.85,-0.06
2023,March,Baga,Ready to eat,1.82,1.81,-0.01
2023,March,Baga,Spices,5.7,5.22,-0.48
2023,March,Baga,Vegetables,2.75,2.82,0.07
2023,March,Porvorim,Bakery,1.17,1.06,-0.11
2023,March,Porvorim,Beverages,1.92,1.81,-0.11
2023,March,Porvorim,Fruits,1.89,1.74,-0.15
2023,March,Porvorim,Groceries,11.75,10.39,-1.36
2023,March,Porvorim,Milk Products,2.69,2.92,0.23
2023,March,Porvorim,Ready to eat,1.95,1.9,-0.05
2023,March,Porvorim,Spices,5.31,5.67,0.36
2023,March,Porvorim,Vegetables,2.79,2.79,0
2023,April,Panaji,Bakery,1.06,1.17,0.11
2023,April,Panaji,Beverages,1.84,1.76,-0.08
2023,April,Panaji,Fruits,1.94,1.84,-0.1
2023,April,Panaji,Groceries,10.63,11.67,1.04
2023,April,Panaji,Milk Products,2.69,2.99,0.3
2023,April,Panaji,Ready to eat,1.97,1.89,-0.08
2023,April,Panaji,Spices,5.78,5.7,-0.08
2023,April,Panaji,Vegetables,2.8,2.96,0.16
2023,April,Khorlim,Bakery,1.18,1.09,-0.09
2023,April,Khorlim,Beverages,1.95,1.97,0.02
2023,April,Khorlim,Fruits,1.77,1.92,0.15
2023,April,Khorlim,Groceries,11.11,10.99,-0.12
2023,April,Khorlim,Milk Products,2.61,2.7,0.09
2023,April,Khorlim,Ready to eat,1.92,1.77,-0.15
2023,April,Khorlim,Spices,5.22,5.69,0.47
2023,April,Khorlim,Vegetables,2.76,2.63,-0.13
2023,April,KTC,Bakery,1.2,1.18,-0.02
2023,April,KTC,Beverages,1.98,1.76,-0.22
2023,April,KTC,Fruits,1.92,1.95,0.03
2023,April,KTC,Groceries,10.83,10.67,-0.16
2023,April,KTC,Milk Products,2.79,2.98,0.19
2023,April,KTC,Ready to eat,1.98,1.96,-0.02
2023,April,KTC,Spices,5.37,5.9,0.53
2023,April,KTC,Vegetables,2.74,2.99,0.25
2023,April,Margao,Bakery,1.09,1.05,-0.04
2023,April,Margao,Beverages,1.84,2,0.16
2023,April,Margao,Fruits,1.97,1.92,-0.05
2023,April,Margao,Groceries,11.41,11.69,0.28
2023,April,Margao,Milk Products,2.64,2.76,0.12
2023,April,Margao,Ready to eat,1.73,1.83,0.1
2023,April,Margao,Spices,5.61,5.24,-0.37
2023,April,Margao,Vegetables,2.84,2.75,-0.09
2023,April,Siolim,Bakery,1.17,1.1,-0.07
2023,April,Siolim,Beverages,1.86,1.74,-0.12
2023,April,Siolim,Fruits,1.73,1.8,0.07
2023,April,Siolim,Groceries,10.67,10.68,0.01
2023,April,Siolim,Milk Products,2.8,2.79,-0.01
2023,April,Siolim,Ready to eat,1.92,1.82,-0.1
2023,April,Siolim,Spices,5.76,5.35,-0.41
2023,April,Siolim,Vegetables,2.69,2.96,0.27
2023,April,Baga,Bakery,1.18,1.19,0.01
2023,April,Baga,Beverages,1.77,1.79,0.02
2023,April,Baga,Fruits,1.94,1.74,-0.2
2023,April,Baga,Groceries,11.1,10.9,-0.2
2023,April,Baga,Milk Products,2.93,2.64,-0.29
2023,April,Baga,Ready to eat,1.89,1.79,-0.1
2023,April,Baga,Spices,5.59,5.54,-0.05
2023,April,Baga,Vegetables,2.7,2.71,0.01
2023,April,Porvorim,Bakery,1.18,1.14,-0.04
2023,April,Porvorim,Beverages,1.91,1.73,-0.18
2023,April,Porvorim,Fruits,1.88,1.93,0.05
2023,April,Porvorim,Groceries,11.88,10.8,-1.08
2023,April,Porvorim,Milk Products,2.8,2.87,0.07
2023,April,Porvorim,Ready to eat,1.97,1.79,-0.18
2023,April,Porvorim,Spices,5.47,5.47,0
2023,April,Porvorim,Vegetables,2.82,2.84,0.02
2023,May,Panaji,Bakery,1.1,1.13,0.03
2023,May,Panaji,Beverages,1.82,1.88,0.06
2023,May,Panaji,Fruits,1.97,1.98,0.01
2023,May,Panaji,Groceries,11.27,11.52,0.25
2023,May,Panaji,Milk Products,2.92,3,0.08
2023,May,Panaji,Ready to eat,1.8,1.97,0.17
2023,May,Panaji,Spices,5.48,5.85,0.37
2023,May,Panaji,Vegetables,2.64,2.91,0.27
2023,May,Khorlim,Bakery,1.19,1.04,-0.15
2023,May,Khorlim,Beverages,1.98,1.85,-0.13
2023,May,Khorlim,Fruits,1.75,1.83,0.08
2023,May,Khorlim,Groceries,10.72,11.13,0.41
2023,May,Khorlim,Milk Products,2.69,2.92,0.23
2023,May,Khorlim,Ready to eat,1.9,1.88,-0.02
2023,May,Khorlim,Spices,5.88,5.72,-0.16
2023,May,Khorlim,Vegetables,2.98,2.78,-0.2
2023,May,KTC,Bakery,1.16,1.1,-0.06
2023,May,KTC,Beverages,1.91,1.86,-0.05
2023,May,KTC,Fruits,1.93,1.94,0.01
2023,May,KTC,Groceries,11.99,11.76,-0.23
2023,May,KTC,Milk Products,2.89,2.93,0.04
2023,May,KTC,Ready to eat,1.97,1.84,-0.13
2023,May,KTC,Spices,5.74,5.75,0.01
2023,May,KTC,Vegetables,2.78,2.75,-0.03
2023,May,Margao,Bakery,1.1,1.15,0.05
2023,May,Margao,Beverages,1.89,1.83,-0.06
2023,May,Margao,Fruits,1.93,1.84,-0.09
2023,May,Margao,Groceries,11.26,10.71,-0.55
2023,May,Margao,Milk Products,2.83,2.81,-0.02
2023,May,Margao,Ready to eat,1.91,1.99,0.08
2023,May,Margao,Spices,5.86,5.8,-0.06
2023,May,Margao,Vegetables,2.74,2.92,0.18
2023,May,Siolim,Bakery,1.17,1.11,-0.06
2023,May,Siolim,Beverages,1.87,1.75,-0.12
2023,May,Siolim,Fruits,1.78,1.95,0.17
2023,May,Siolim,Groceries,11.01,11.66,0.65
2023,May,Siolim,Milk Products,2.61,2.87,0.26
2023,May,Siolim,Ready to eat,1.96,1.85,-0.11
2023,May,Siolim,Spices,5.2,5.33,0.13
2023,May,Siolim,Vegetables,2.88,2.89,0.01
2023,May,Baga,Bakery,1.1,1.13,0.03
2023,May,Baga,Beverages,1.96,1.88,-0.08
2023,May,Baga,Fruits,1.96,1.97,0.01
2023,May,Baga,Groceries,10.85,10.95,0.1
2023,May,Baga,Milk Products,2.95,3,0.05
2023,May,Baga,Ready to eat,1.73,1.88,0.15
2023,May,Baga,Spices,5.26,5.68,0.42
2023,May,Baga,Vegetables,2.91,3,0.09
2023,May,Porvorim,Bakery,1.14,1.04,-0.1
2023,May,Porvorim,Beverages,1.96,1.76,-0.2
2023,May,Porvorim,Fruits,1.74,1.74,0
2023,May,Porvorim,Groceries,11.34,11.42,0.08
2023,May,Porvorim,Milk Products,2.66,2.87,0.21
2023,May,Porvorim,Ready to eat,1.81,1.76,-0.05
2023,May,Porvorim,Spices,5.22,5.53,0.31
2023,May,Porvorim,Vegetables,2.89,2.74,-0.15
2023,June,Panaji,Bakery,1.04,1.2,0.16
2023,June,Panaji,Beverages,1.78,1.73,-0.05
2023,June,Panaji,Fruits,1.74,2,0.26
2023,June,Panaji,Groceries,11.15,10.76,-0.39
2023,June,Panaji,Milk Products,2.77,2.84,0.07
2023,June,Panaji,Ready to eat,1.98,1.83,-0.15
2023,June,Panaji,Spices,5.2,5.81,0.61
2023,June,Panaji,Vegetables,2.66,2.86,0.2
2023,June,Khorlim,Bakery,1.12,1.08,-0.04
2023,June,Khorlim,Beverages,1.88,1.89,0.01
2023,June,Khorlim,Fruits,1.88,1.79,-0.09
2023,June,Khorlim,Groceries,11.31,10.51,-0.8
2023,June,Khorlim,Milk Products,2.64,2.82,0.18
2023,June,Khorlim,Ready to eat,1.79,1.76,-0.03
2023,June,Khorlim,Spices,5.3,5.94,0.64
2023,June,Khorlim,Vegetables,2.63,2.72,0.09
2023,June,KTC,Bakery,1.11,1.07,-0.04
2023,June,KTC,Beverages,1.95,1.92,-0.03
2023,June,KTC,Fruits,1.79,1.91,0.12
2023,June,KTC,Groceries,11.82,11.57,-0.25
2023,June,KTC,Milk Products,2.61,2.94,0.33
2023,June,KTC,Ready to eat,1.83,1.86,0.03
2023,June,KTC,Spices,5.24,5.51,0.27
2023,June,KTC,Vegetables,2.82,2.65,-0.17
2023,June,Margao,Bakery,1.2,1.11,-0.09
2023,June,Margao,Beverages,1.96,1.85,-0.11
2023,June,Margao,Fruits,1.94,1.85,-0.09
2023,June,Margao,Groceries,11.18,10.43,-0.75
2023,June,Margao,Milk Products,2.97,2.63,-0.34
2023,June,Margao,Ready to eat,1.84,1.75,-0.09
2023,June,Margao,Spices,5.87,5.34,-0.53
2023,June,Margao,Vegetables,2.86,2.95,0.09
2023,June,Siolim,Bakery,1.17,1.12,-0.05
2023,June,Siolim,Beverages,1.73,1.91,0.18
2023,June,Siolim,Fruits,1.85,1.75,-0.1
2023,June,Siolim,Groceries,11.35,11.87,0.52
2023,June,Siolim,Milk Products,2.68,2.76,0.08
2023,June,Siolim,Ready to eat,1.9,1.9,0
2023,June,Siolim,Spices,5.71,5.93,0.22
2023,June,Siolim,Vegetables,2.92,2.74,-0.18
2023,June,Baga,Bakery,1.19,1.08,-0.11
2023,June,Baga,Beverages,1.83,1.74,-0.09
2023,June,Baga,Fruits,1.86,1.74,-0.12
2023,June,Baga,Groceries,10.43,10.56,0.13
2023,June,Baga,Milk Products,2.77,2.81,0.04
2023,June,Baga,Ready to eat,1.77,1.98,0.21
2023,June,Baga,Spices,5.27,5.29,0.02
2023,June,Baga,Vegetables,2.68,2.88,0.2
2023,June,Porvorim,Bakery,1.04,1.18,0.14
2023,June,Porvorim,Beverages,1.98,1.86,-0.12
2023,June,Porvorim,Fruits,1.94,1.98,0.04
2023,June,Porvorim,Groceries,11.47,10.83,-0.64
2023,June,Porvorim,Milk Products,2.78,2.91,0.13
2023,June,Porvorim,Ready to eat,1.83,1.94,0.11
2023,June,Porvorim,Spices,5.36,5.68,0.32
2023,June,Porvorim,Vegetables,2.79,2.93,0.14
2023,July,Panaji,Bakery,1.19,1.19,0
2023,July,Panaji,Beverages,1.76,1.76,0
2023,July,Panaji,Fruits,1.92,1.89,-0.03
2023,July,Panaji,Groceries,11.07,11.36,0.29
2023,July,Panaji,Milk Products,2.98,2.97,-0.01
2023,July,Panaji,Ready to eat,1.94,1.99,0.05
2023,July,Panaji,Spices,5.26,5.95,0.69
2023,July,Panaji,Vegetables,2.72,2.95,0.23
2023,July,Khorlim,Bakery,1.2,1.13,-0.07
2023,July,Khorlim,Beverages,1.86,1.93,0.07
2023,July,Khorlim,Fruits,1.9,1.75,-0.15
2023,July,Khorlim,Groceries,11.83,11.94,0.11
2023,July,Khorlim,Milk Products,2.75,2.89,0.14
2023,July,Khorlim,Ready to eat,1.92,1.95,0.03
2023,July,Khorlim,Spices,5.26,5.39,0.13
2023,July,Khorlim,Vegetables,2.67,2.61,-0.06
2023,July,KTC,Bakery,1.15,1.17,0.02
2023,July,KTC,Beverages,1.82,1.99,0.17
2023,July,KTC,Fruits,2,1.91,-0.09
2023,July,KTC,Groceries,10.75,11.63,0.88
2023,July,KTC,Milk Products,2.73,2.96,0.23
2023,July,KTC,Ready to eat,1.79,1.8,0.01
2023,July,KTC,Spices,5.53,5.62,0.09
2023,July,KTC,Vegetables,2.65,2.91,0.26
2023,July,Margao,Bakery,1.1,1.15,0.05
2023,July,Margao,Beverages,1.86,1.8,-0.06
2023,July,Margao,Fruits,1.83,1.74,-0.09
2023,July,Margao,Groceries,10.67,11.11,0.44
2023,July,Margao,Milk Products,2.81,2.81,0
2023,July,Margao,Ready to eat,1.88,1.99,0.11
2023,July,Margao,Spices,5.67,5.99,0.32
2023,July,Margao,Vegetables,2.99,2.94,-0.05
2023,July,Siolim,Bakery,1.08,1.12,0.04
2023,July,Siolim,Beverages,1.76,1.87,0.11
2023,July,Siolim,Fruits,1.79,1.85,0.06
2023,July,Siolim,Groceries,10.6,11.47,0.87
2023,July,Siolim,Milk Products,2.88,2.94,0.06
2023,July,Siolim,Ready to eat,1.84,1.96,0.12
2023,July,Siolim,Spices,5.78,5.36,-0.42
2023,July,Siolim,Vegetables,2.79,2.74,-0.05
2023,July,Baga,Bakery,1.07,1.1,0.03
2023,July,Baga,Beverages,1.76,1.94,0.18
2023,July,Baga,Fruits,1.77,1.83,0.06
2023,July,Baga,Groceries,11.28,11.57,0.29
2023,July,Baga,Milk Products,2.97,2.68,-0.29
2023,July,Baga,Ready to eat,1.9,1.83,-0.07
2023,July,Baga,Spices,5.91,5.54,-0.37
2023,July,Baga,Vegetables,2.78,2.98,0.2
2023,July,Porvorim,Bakery,1.19,1.11,-0.08
2023,July,Porvorim,Beverages,1.94,1.98,0.04
2023,July,Porvorim,Fruits,1.83,1.94,0.11
2023,July,Porvorim,Groceries,10.99,11.75,0.76
2023,July,Porvorim,Milk Products,2.72,2.92,0.2
2023,July,Porvorim,Ready to eat,1.92,1.81,-0.11
2023,July,Porvorim,Spices,5.51,5.56,0.05
2023,July,Porvorim,Vegetables,2.62,2.8,0.18
2023,August,Panaji,Bakery,1.08,1.17,0.09
2023,August,Panaji,Beverages,1.99,1.83,-0.16
2023,August,Panaji,Fruits,1.93,1.74,-0.19
2023,August,Panaji,Groceries,11.67,11.93,0.26
2023,August,Panaji,Milk Products,2.97,2.65,-0.32
2023,August,Panaji,Ready to eat,1.75,1.9,0.15
2023,August,Panaji,Spices,5.79,5.86,0.07
2023,August,Panaji,Vegetables,2.89,2.66,-0.23
2023,August,Khorlim,Bakery,1.15,1.18,0.03
2023,August,Khorlim,Beverages,1.97,1.98,0.01
2023,August,Khorlim,Fruits,1.81,1.92,0.11
2023,August,Khorlim,Groceries,11.76,10.55,-1.21
2023,August,Khorlim,Milk Products,2.76,2.87,0.11
2023,August,Khorlim,Ready to eat,1.74,1.77,0.03
2023,August,Khorlim,Spices,5.24,5.34,0.1
2023,August,Khorlim,Vegetables,2.72,2.9,0.18
2023,August,KTC,Bakery,1.08,1.17,0.09
2023,August,KTC,Beverages,1.92,1.93,0.01
2023,August,KTC,Fruits,1.96,1.86,-0.1
2023,August,KTC,Groceries,11.11,10.54,-0.57
2023,August,KTC,Milk Products,2.93,2.63,-0.3
2023,August,KTC,Ready to eat,1.79,1.79,0
2023,August,KTC,Spices,5.38,5.59,0.21
2023,August,KTC,Vegetables,2.61,2.9,0.29
2023,August,Margao,Bakery,1.19,1.06,-0.13
2023,August,Margao,Beverages,1.83,1.82,-0.01
2023,August,Margao,Fruits,1.92,1.8,-0.12
2023,August,Margao,Groceries,11.04,11.31,0.27
2023,August,Margao,Milk Products,2.99,2.71,-0.28
2023,August,Margao,Ready to eat,1.81,1.87,0.06
2023,August,Margao,Spices,5.59,5.7,0.11
2023,August,Margao,Vegetables,2.67,2.95,0.28
2023,August,Siolim,Bakery,1.2,1.05,-0.15
2023,August,Siolim,Beverages,1.95,1.82,-0.13
2023,August,Siolim,Fruits,1.99,1.92,-0.07
2023,August,Siolim,Groceries,10.4,11.63,1.23
2023,August,Siolim,Milk Products,2.65,2.7,0.05
2023,August,Siolim,Ready to eat,1.93,1.85,-0.08
2023,August,Siolim,Spices,5.43,5.43,0
2023,August,Siolim,Vegetables,2.72,2.71,-0.01
2023,August,Baga,Bakery,1.14,1.19,0.05
2023,August,Baga,Beverages,1.84,1.79,-0.05
2023,August,Baga,Fruits,1.93,1.77,-0.16
2023,August,Baga,Groceries,10.79,11.31,0.52
2023,August,Baga,Milk Products,2.91,2.95,0.04
2023,August,Baga,Ready to eat,1.84,1.87,0.03
2023,August,Baga,Spices,5.84,5.67,-0.17
2023,August,Baga,Vegetables,2.63,2.82,0.19
2023,August,Porvorim,Bakery,1.18,1.05,-0.13
2023,August,Porvorim,Beverages,1.78,1.97,0.19
2023,August,Porvorim,Fruits,1.85,1.99,0.14
2023,August,Porvorim,Groceries,11.56,11.66,0.1
2023,August,Porvorim,Milk Products,2.76,2.78,0.02
2023,August,Porvorim,Ready to eat,1.83,1.9,0.07
2023,August,Porvorim,Spices,5.49,5.9,0.41
2023,August,Porvorim,Vegetables,2.74,2.73,-0.01
2023,September,Panaji,Bakery,1.09,1.05,-0.04
2023,September,Panaji,Beverages,1.9,1.75,-0.15
2023,September,Panaji,Fruits,1.74,1.82,0.08
2023,September,Panaji,Groceries,10.5,11.33,0.83
2023,September,Panaji,Milk Products,2.9,2.75,-0.15
2023,September,Panaji,Ready to eat,1.82,1.79,-0.03
2023,September,Panaji,Spices,5.45,5.74,0.29
2023,September,Panaji,Vegetables,2.94,3,0.06
2023,September,Khorlim,Bakery,1.19,1.09,-0.1
2023,September,Khorlim,Beverages,1.83,1.89,0.06
2023,September,Khorlim,Fruits,1.85,1.96,0.11
2023,September,Khorlim,Groceries,11.42,10.54,-0.88
2023,September,Khorlim,Milk Products,2.85,2.71,-0.14
2023,September,Khorlim,Ready to eat,1.92,1.86,-0.06
2023,September,Khorlim,Spices,5.32,5.96,0.64
2023,September,Khorlim,Vegetables,2.8,2.63,-0.17
2023,September,KTC,Bakery,1.14,1.05,-0.09
2023,September,KTC,Beverages,1.99,1.85,-0.14
2023,September,KTC,Fruits,1.81,1.96,0.15
2023,September,KTC,Groceries,10.62,11.2,0.58
2023,September,KTC,Milk Products,2.99,3,0.01
2023,September,KTC,Ready to eat,1.93,1.81,-0.12
2023,September,KTC,Spices,5.88,5.33,-0.55
2023,September,KTC,Vegetables,2.99,2.61,-0.38
2023,September,Margao,Bakery,1.11,1.07,-0.04
2023,September,Margao,Beverages,1.91,1.78,-0.13
2023,September,Margao,Fruits,1.75,1.99,0.24
2023,September,Margao,Groceries,11.72,11.63,-0.09
2023,September,Margao,Milk Products,2.81,2.96,0.15
2023,September,Margao,Ready to eat,1.81,1.99,0.18
2023,September,Margao,Spices,5.43,5.52,0.09
2023,September,Margao,Vegetables,2.6,2.94,0.34
2023,September,Siolim,Bakery,1.05,1.15,0.1
2023,September,Siolim,Beverages,1.93,1.94,0.01
2023,September,Siolim,Fruits,1.98,1.93,-0.05
2023,September,Siolim,Groceries,11.57,11.21,-0.36
2023,September,Siolim,Milk Products,2.9,2.75,-0.15
2023,September,Siolim,Ready to eat,1.78,1.82,0.04
2023,September,Siolim,Spices,5.88,5.55,-0.33
2023,September,Siolim,Vegetables,2.61,2.69,0.08
2023,September,Baga,Bakery,1.13,1.14,0.01
2023,September,Baga,Beverages,1.9,1.94,0.04
2023,September,Baga,Fruits,1.86,1.93,0.07
2023,September,Baga,Groceries,11.17,11.17,0
2023,September,Baga,Milk Products,2.9,2.91,0.01
2023,September,Baga,Ready to eat,1.99,1.84,-0.15
2023,September,Baga,Spices,5.59,5.4,-0.19
2023,September,Baga,Vegetables,2.82,2.82,0
2023,September,Porvorim,Bakery,1.06,1.16,0.1
2023,September,Porvorim,Beverages,1.94,1.93,-0.01
2023,September,Porvorim,Fruits,1.78,1.97,0.19
2023,September,Porvorim,Groceries,11.06,11.7,0.64
2023,September,Porvorim,Milk Products,2.97,2.64,-0.33
2023,September,Porvorim,Ready to eat,1.88,1.8,-0.08
2023,September,Porvorim,Spices,5.83,5.57,-0.26
2023,September,Porvorim,Vegetables,2.77,2.94,0.17
2023,October,Panaji,Bakery,1.09,1.06,-0.03
2023,October,Panaji,Beverages,1.97,1.84,-0.13
2023,October,Panaji,Fruits,1.91,1.73,-0.18
2023,October,Panaji,Groceries,10.53,11.21,0.68
2023,October,Panaji,Milk Products,2.83,2.79,-0.04
2023,October,Panaji,Ready to eat,1.93,1.97,0.04
2023,October,Panaji,Spices,5.46,5.35,-0.11
2023,October,Panaji,Vegetables,2.78,2.76,-0.02
