Year,Month,Date,Category,Sub-Category,Super-Sub-Category,Location,Amount
2022,March,01-03-2022,Revenue,Sales,Takeaway,Panaji,227993.39
2022,March,01-03-2022,Food Cost,Bakery,,Panaji,77106.14
2022,March,01-03-2022,Food Cost,Beverages,,Panaji,108020.92
2022,March,01-03-2022,Food Cost,Fruits,,Panaji,144379.38
2022,March,01-03-2022,Food Cost,Groceries,,Panaji,511774.09
2022,March,01-03-2022,Food Cost,Milk products,,Panaji,201527.92
2022,March,01-03-2022,Food Cost,Spices,,Panaji,148092.24
2022,March,01-03-2022,Food Cost,Vegetables,,Panaji,244225.27
2022,March,01-03-2022,Food Cost,Ready to eat,,Panaji,108475.75
2022,March,01-03-2022,Operating Cost,Salaries,,Panaji,411700.75
2022,March,01-03-2022,Operating Cost,Rent,,Panaji,192980.23
2022,March,01-03-2022,Operating Cost,Water,,Panaji,45598.68
2022,March,01-03-2022,Operating Cost,Electricity,,Panaji,91197.36
2022,March,01-03-2022,Operating Cost,Staff room rent,,Panaji,42303.27
2022,March,01-03-2022,Operating Cost,Staff electricity,,Panaji,16888.19
2022,March,01-03-2022,Operating Cost,Commission,,Panaji,408032.82
2022,March,01-03-2022,Operating Cost,Admin expenses,,Panaji,560567.46
2022,March,01-03-2022,Operating Cost,Repairs and maintenance,,Panaji,40962.35
2022,March,01-03-2022,Operating Cost,Advertisement,,Panaji,45598.68
2022,March,01-03-2022,Revenue,Sales,AC,Porvorim,869280.75
2022,March,01-03-2022,Revenue,Sales,Non AC,Porvorim,1955881.68
2022,March,01-03-2022,Revenue,Sales,Swiggy,Porvorim,651960.56
2022,March,01-03-2022,Revenue,Sales,Zomato,Porvorim,651960.56
2022,March,01-03-2022,Revenue,Sales,Takeaway,Porvorim,217320.19
2022,March,01-03-2022,Food Cost,Bakery,,Porvorim,68967.44
2022,March,01-03-2022,Food Cost,Beverages,,Porvorim,95588.39
2022,March,01-03-2022,Food Cost,Fruits,,Porvorim,138422.31
2022,March,01-03-2022,Food Cost,Groceries,,Porvorim,489847.84
2022,March,01-03-2022,Food Cost,Milk products,,Porvorim,175825.24
2022,March,01-03-2022,Food Cost,Spices,,Porvorim,146674.29
2022,March,01-03-2022,Food Cost,Vegetables,,Porvorim,244522.59
2022,March,01-03-2022,Food Cost,Ready to eat,,Porvorim,97862.24
2022,March,01-03-2022,Operating Cost,Salaries,,Porvorim,465629.35
2022,March,01-03-2022,Operating Cost,Rent,,Porvorim,231115.12
2022,March,01-03-2022,Operating Cost,Water,,Porvorim,43464.04
2022,March,01-03-2022,Operating Cost,Electricity,,Porvorim,86928.07
2022,March,01-03-2022,Operating Cost,Staff room rent,,Porvorim,35693.09
2022,March,01-03-2022,Operating Cost,Staff electricity,,Porvorim,13154.44
2022,March,01-03-2022,Operating Cost,Commission,,Porvorim,398632.64
2022,March,01-03-2022,Operating Cost,Admin expenses,,Porvorim,644167.06
2022,March,01-03-2022,Operating Cost,Repairs and maintenance,,Porvorim,39773.72
2022,March,01-03-2022,Operating Cost,Advertisement,,Porvorim,43464.04
2022,March,01-03-2022,Revenue,Sales,AC,Siolim,1057315.29
2022,March,01-03-2022,Revenue,Sales,Non AC,Siolim,2378959.4
2022,March,01-03-2022,Revenue,Sales,Swiggy,Siolim,792986.47
2022,March,01-03-2022,Revenue,Sales,Zomato,Siolim,792986.47
2022,March,01-03-2022,Revenue,Sales,Takeaway,Siolim,264328.82
2022,March,01-03-2022,Food Cost,Bakery,,Siolim,84143.82
2022,March,01-03-2022,Food Cost,Beverages,,Siolim,120153.75
2022,March,01-03-2022,Food Cost,Fruits,,Siolim,173528.67
2022,March,01-03-2022,Food Cost,Groceries,,Siolim,569480.87
2022,March,01-03-2022,Food Cost,Milk products,,Siolim,262277.13
2022,March,01-03-2022,Food Cost,Spices,,Siolim,206459.35
2022,March,01-03-2022,Food Cost,Vegetables,,Siolim,274679.47
2022,March,01-03-2022,Food Cost,Ready to eat,,Siolim,107564.95
2022,March,01-03-2022,Operating Cost,Salaries,,Siolim,486447.29
2022,March,01-03-2022,Operating Cost,Rent,,Siolim,213389.68
2022,March,01-03-2022,Operating Cost,Water,,Siolim,52865.76
2022,March,01-03-2022,Operating Cost,Electricity,,Siolim,105731.53
2022,March,01-03-2022,Operating Cost,Staff room rent,,Siolim,28314.6
2022,March,01-03-2022,Operating Cost,Staff electricity,,Siolim,17546.02
2022,March,01-03-2022,Operating Cost,Commission,,Siolim,512256.07
2022,March,01-03-2022,Operating Cost,Admin expenses,,Siolim,638080.04
2022,March,01-03-2022,Operating Cost,Repairs and maintenance,,Siolim,50904.11
2022,March,01-03-2022,Operating Cost,Advertisement,,Siolim,52865.76
2022,March,01-03-2022,Revenue,Sales,AC,Margao,847265.93
2022,March,01-03-2022,Revenue,Sales,Non AC,Margao,1906348.34
2022,March,01-03-2022,Revenue,Sales,Swiggy,Margao,635449.45
2022,March,01-03-2022,Revenue,Sales,Zomato,Margao,635449.45
2022,March,01-03-2022,Revenue,Sales,Takeaway,Margao,211816.48
2022,March,01-03-2022,Food Cost,Bakery,,Margao,69448.16
2022,March,01-03-2022,Food Cost,Beverages,,Margao,98048.64
2022,March,01-03-2022,Food Cost,Fruits,,Margao,138241.67
2022,March,01-03-2022,Food Cost,Groceries,,Margao,485913.03
2022,March,01-03-2022,Food Cost,Milk products,,Margao,203491.29
2022,March,01-03-2022,Food Cost,Spices,,Margao,139037.8
2022,March,01-03-2022,Food Cost,Vegetables,,Margao,219333.41
2022,March,01-03-2022,Food Cost,Ready to eat,,Margao,100625.85
2022,March,01-03-2022,Operating Cost,Salaries,,Margao,449630.03
2022,March,01-03-2022,Operating Cost,Rent,,Margao,253375.31
2022,March,01-03-2022,Operating Cost,Water,,Margao,42363.3
2022,March,01-03-2022,Operating Cost,Electricity,,Margao,84726.59
2022,March,01-03-2022,Operating Cost,Staff room rent,,Margao,37627.35
2022,March,01-03-2022,Operating Cost,Staff electricity,,Margao,14152.75
2022,March,01-03-2022,Operating Cost,Commission,,Margao,417766.27
2022,March,01-03-2022,Operating Cost,Admin expenses,,Margao,617455.14
2022,March,01-03-2022,Operating Cost,Repairs and maintenance,,Margao,37525.36
2022,March,01-03-2022,Operating Cost,Advertisement,,Margao,42363.3
2022,April,01-04-2022,Revenue,Sales,AC,Baga,1101817.15
2022,April,01-04-2022,Revenue,Sales,Non AC,Baga,2479088.59
2022,April,01-04-2022,Revenue,Sales,Swiggy,Baga,826362.86
2022,April,01-04-2022,Revenue,Sales,Zomato,Baga,826362.86
2022,April,01-04-2022,Revenue,Sales,Takeaway,Baga,275454.29
2022,April,01-04-2022,Food Cost,Bakery,,Baga,83772.52
2022,April,01-04-2022,Food Cost,Beverages,,Baga,135042.92
2022,April,01-04-2022,Food Cost,Fruits,,Baga,173623.01
2022,April,01-04-2022,Food Cost,Groceries,,Baga,641969.08
2022,April,01-04-2022,Food Cost,Milk products,,Baga,237995.24
2022,April,01-04-2022,Food Cost,Spices,,Baga,214607.71
2022,April,01-04-2022,Food Cost,Vegetables,,Baga,296895.74
2022,April,01-04-2022,Food Cost,Ready to eat,,Baga,110480.24
2022,April,01-04-2022,Operating Cost,Salaries,,Baga,595574.26
2022,April,01-04-2022,Operating Cost,Rent,,Baga,230421.55
2022,April,01-04-2022,Operating Cost,Water,,Baga,55090.86
2022,April,01-04-2022,Operating Cost,Electricity,,Baga,110181.71
2022,April,01-04-2022,Operating Cost,Staff room rent,,Baga,53730.31
2022,April,01-04-2022,Operating Cost,Staff electricity,,Baga,19686.38
2022,April,01-04-2022,Operating Cost,Commission,,Baga,510343.77
2022,April,01-04-2022,Operating Cost,Admin expenses,,Baga,735206.03
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Baga,47303.33
2022,April,01-04-2022,Operating Cost,Advertisement,,Baga,55090.86
2022,April,01-04-2022,Revenue,Sales,AC,KTC,1069007.38
2022,April,01-04-2022,Revenue,Sales,Non AC,KTC,2405266.61
2022,April,01-04-2022,Revenue,Sales,Swiggy,KTC,801755.54
2022,April,01-04-2022,Revenue,Sales,Zomato,KTC,801755.54
2022,April,01-04-2022,Revenue,Sales,Takeaway,KTC,267251.85
2022,April,01-04-2022,Food Cost,Bakery,,KTC,88218.49
2022,April,01-04-2022,Food Cost,Beverages,,KTC,128055.83
2022,April,01-04-2022,Food Cost,Fruits,,KTC,173012.72
2022,April,01-04-2022,Food Cost,Groceries,,KTC,544253.69
2022,April,01-04-2022,Food Cost,Milk products,,KTC,240228.42
2022,April,01-04-2022,Food Cost,Spices,,KTC,163427.64
2022,April,01-04-2022,Food Cost,Vegetables,,KTC,296624.37
2022,April,01-04-2022,Food Cost,Ready to eat,,KTC,118700.72
2022,April,01-04-2022,Operating Cost,Salaries,,KTC,575949.55
2022,April,01-04-2022,Operating Cost,Rent,,KTC,251314.55
2022,April,01-04-2022,Operating Cost,Water,,KTC,53450.37
2022,April,01-04-2022,Operating Cost,Electricity,,KTC,106900.74
2022,April,01-04-2022,Operating Cost,Staff room rent,,KTC,47076.7
2022,April,01-04-2022,Operating Cost,Staff electricity,,KTC,19339.51
2022,April,01-04-2022,Operating Cost,Commission,,KTC,438413.04
2022,April,01-04-2022,Operating Cost,Admin expenses,,KTC,654891.05
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,KTC,50253.71
2022,April,01-04-2022,Operating Cost,Advertisement,,KTC,53450.37
2022,April,01-04-2022,Revenue,Sales,AC,Khorlim,1128744.02
2022,April,01-04-2022,Revenue,Sales,Non AC,Khorlim,2539674.05
2022,April,01-04-2022,Revenue,Sales,Swiggy,Khorlim,846558.02
2022,April,01-04-2022,Revenue,Sales,Zomato,Khorlim,846558.02
2022,April,01-04-2022,Revenue,Sales,Takeaway,Khorlim,282186.01
2022,April,01-04-2022,Food Cost,Bakery,,Khorlim,92627.47
2022,April,01-04-2022,Food Cost,Beverages,,Khorlim,115169.95
2022,April,01-04-2022,Food Cost,Fruits,,Khorlim,170748
2022,April,01-04-2022,Food Cost,Groceries,,Khorlim,675738.36
2022,April,01-04-2022,Food Cost,Milk products,,Khorlim,246871.6
2022,April,01-04-2022,Food Cost,Spices,,Khorlim,190229.61
2022,April,01-04-2022,Food Cost,Vegetables,,Khorlim,328058.14
2022,April,01-04-2022,Food Cost,Ready to eat,,Khorlim,139604.43
2022,April,01-04-2022,Operating Cost,Salaries,,Khorlim,619229.09
2022,April,01-04-2022,Operating Cost,Rent,,Khorlim,310785.92
2022,April,01-04-2022,Operating Cost,Water,,Khorlim,56437.2
2022,April,01-04-2022,Operating Cost,Electricity,,Khorlim,112874.4
2022,April,01-04-2022,Operating Cost,Staff room rent,,Khorlim,50148.6
2022,April,01-04-2022,Operating Cost,Staff electricity,,Khorlim,20082.64
2022,April,01-04-2022,Operating Cost,Commission,,Khorlim,499381.42
2022,April,01-04-2022,Operating Cost,Admin expenses,,Khorlim,830702.73
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Khorlim,46404.9
2022,April,01-04-2022,Operating Cost,Advertisement,,Khorlim,56437.2
2022,April,01-04-2022,Revenue,Sales,AC,Panaji,804541.46
2022,April,01-04-2022,Revenue,Sales,Non AC,Panaji,1810218.28
2022,April,01-04-2022,Revenue,Sales,Swiggy,Panaji,603406.09
2022,April,01-04-2022,Revenue,Sales,Zomato,Panaji,603406.09
2022,April,01-04-2022,Revenue,Sales,Takeaway,Panaji,201135.36
2022,April,01-04-2022,Food Cost,Bakery,,Panaji,64111.18
2022,April,01-04-2022,Food Cost,Beverages,,Panaji,81586.6
2022,April,01-04-2022,Food Cost,Fruits,,Panaji,122115.13
2022,April,01-04-2022,Food Cost,Groceries,,Panaji,411726.2
2022,April,01-04-2022,Food Cost,Milk products,,Panaji,187024.12
2022,April,01-04-2022,Food Cost,Spices,,Panaji,150692.42
2022,April,01-04-2022,Food Cost,Vegetables,,Panaji,224602.58
2022,April,01-04-2022,Food Cost,Ready to eat,,Panaji,99806.84
2022,April,01-04-2022,Operating Cost,Salaries,,Panaji,392203.55
2022,April,01-04-2022,Operating Cost,Rent,,Panaji,183895.01
2022,April,01-04-2022,Operating Cost,Water,,Panaji,40227.07
2022,April,01-04-2022,Operating Cost,Electricity,,Panaji,80454.15
2022,April,01-04-2022,Operating Cost,Staff room rent,,Panaji,39487.35
2022,April,01-04-2022,Operating Cost,Staff electricity,,Panaji,12117.02
2022,April,01-04-2022,Operating Cost,Commission,,Panaji,399847.36
2022,April,01-04-2022,Operating Cost,Admin expenses,,Panaji,487933.47
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Panaji,39351.27
2022,April,01-04-2022,Operating Cost,Advertisement,,Panaji,40227.07
2022,April,01-04-2022,Revenue,Sales,AC,Porvorim,1197185.92
2022,April,01-04-2022,Revenue,Sales,Non AC,Porvorim,2693668.32
2022,April,01-04-2022,Revenue,Sales,Swiggy,Porvorim,897889.44
2022,April,01-04-2022,Revenue,Sales,Zomato,Porvorim,897889.44
2022,April,01-04-2022,Revenue,Sales,Takeaway,Porvorim,299296.48
2022,April,01-04-2022,Food Cost,Bakery,,Porvorim,90672.43
2022,April,01-04-2022,Food Cost,Beverages,,Porvorim,136295.26
2022,April,01-04-2022,Food Cost,Fruits,,Porvorim,196984.42
2022,April,01-04-2022,Food Cost,Groceries,,Porvorim,661217.5
2022,April,01-04-2022,Food Cost,Milk products,,Porvorim,277112.54
2022,April,01-04-2022,Food Cost,Spices,,Porvorim,221224.91
2022,April,01-04-2022,Food Cost,Vegetables,,Porvorim,326504.99
2022,April,01-04-2022,Food Cost,Ready to eat,,Porvorim,138501.18
2022,April,01-04-2022,Operating Cost,Salaries,,Porvorim,608686.95
2022,April,01-04-2022,Operating Cost,Rent,,Porvorim,347322.55
2022,April,01-04-2022,Operating Cost,Water,,Porvorim,59859.3
2022,April,01-04-2022,Operating Cost,Electricity,,Porvorim,119718.59
2022,April,01-04-2022,Operating Cost,Staff room rent,,Porvorim,58375.13
2022,April,01-04-2022,Operating Cost,Staff electricity,,Porvorim,23286.85
2022,April,01-04-2022,Operating Cost,Commission,,Porvorim,533424.95
2022,April,01-04-2022,Operating Cost,Admin expenses,,Porvorim,829673.65
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Porvorim,51208.21
2022,April,01-04-2022,Operating Cost,Advertisement,,Porvorim,59859.3
2022,April,01-04-2022,Revenue,Sales,AC,Siolim,985479.36
2022,April,01-04-2022,Revenue,Sales,Non AC,Siolim,2217328.56
2022,April,01-04-2022,Revenue,Sales,Swiggy,Siolim,739109.52
2022,April,01-04-2022,Revenue,Sales,Zomato,Siolim,739109.52
2022,April,01-04-2022,Revenue,Sales,Takeaway,Siolim,246369.84
2022,April,01-04-2022,Food Cost,Bakery,,Siolim,77393.17
2022,April,01-04-2022,Food Cost,Beverages,,Siolim,112927.46
2022,April,01-04-2022,Food Cost,Fruits,,Siolim,148970.99
2022,April,01-04-2022,Food Cost,Groceries,,Siolim,588764.28
2022,April,01-04-2022,Food Cost,Milk products,,Siolim,245690.39
2022,April,01-04-2022,Food Cost,Spices,,Siolim,182223.1
2022,April,01-04-2022,Food Cost,Vegetables,,Siolim,272785.44
2022,April,01-04-2022,Food Cost,Ready to eat,,Siolim,106173.76
2022,April,01-04-2022,Operating Cost,Salaries,,Siolim,523663.53
2022,April,01-04-2022,Operating Cost,Rent,,Siolim,264574.72
2022,April,01-04-2022,Operating Cost,Water,,Siolim,49273.97
2022,April,01-04-2022,Operating Cost,Electricity,,Siolim,98547.94
2022,April,01-04-2022,Operating Cost,Staff room rent,,Siolim,44901.82
2022,April,01-04-2022,Operating Cost,Staff electricity,,Siolim,19462.23
2022,April,01-04-2022,Operating Cost,Commission,,Siolim,465709.9
2022,April,01-04-2022,Operating Cost,Admin expenses,,Siolim,681963.82
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Siolim,43540.87
2022,April,01-04-2022,Operating Cost,Advertisement,,Siolim,49273.97
2022,April,01-04-2022,Revenue,Sales,AC,Margao,1146425.56
2022,April,01-04-2022,Revenue,Sales,Non AC,Margao,2579457.5
2022,April,01-04-2022,Revenue,Sales,Swiggy,Margao,859819.17
2022,April,01-04-2022,Revenue,Sales,Zomato,Margao,859819.17
2022,April,01-04-2022,Revenue,Sales,Takeaway,Margao,286606.39
2022,April,01-04-2022,Food Cost,Bakery,,Margao,86500.32
2022,April,01-04-2022,Food Cost,Beverages,,Margao,115398.25
2022,April,01-04-2022,Food Cost,Fruits,,Margao,178437.64
2022,April,01-04-2022,Food Cost,Groceries,,Margao,666136.68
2022,April,01-04-2022,Food Cost,Milk products,,Margao,285877.04
2022,April,01-04-2022,Food Cost,Spices,,Margao,180585.92
2022,April,01-04-2022,Food Cost,Vegetables,,Margao,320662.72
2022,April,01-04-2022,Food Cost,Ready to eat,,Margao,125559.13
2022,April,01-04-2022,Operating Cost,Salaries,,Margao,627084.97
2022,April,01-04-2022,Operating Cost,Rent,,Margao,325827.78
2022,April,01-04-2022,Operating Cost,Water,,Margao,57321.28
2022,April,01-04-2022,Operating Cost,Electricity,,Margao,114642.56
2022,April,01-04-2022,Operating Cost,Staff room rent,,Margao,40549.63
2022,April,01-04-2022,Operating Cost,Staff electricity,,Margao,18763.59
2022,April,01-04-2022,Operating Cost,Commission,,Margao,465033.25
2022,April,01-04-2022,Operating Cost,Admin expenses,,Margao,836556.31
2022,April,01-04-2022,Operating Cost,Repairs and maintenance,,Margao,55176.33
2022,April,01-04-2022,Operating Cost,Advertisement,,Margao,57321.28
2022,May,01-05-2022,Revenue,Sales,AC,Baga,1198654.73
2022,May,01-05-2022,Revenue,Sales,Non AC,Baga,2696973.15
2022,May,01-05-2022,Revenue,Sales,Swiggy,Baga,898991.05
2022,May,01-05-2022,Revenue,Sales,Zomato,Baga,898991.05
2022,May,01-05-2022,Revenue,Sales,Takeaway,Baga,299663.68
2022,May,01-05-2022,Food Cost,Bakery,,Baga,96556.81
2022,May,01-05-2022,Food Cost,Beverages,,Baga,142909.23
2022,May,01-05-2022,Food Cost,Fruits,,Baga,196784.93
2022,May,01-05-2022,Food Cost,Groceries,,Baga,701170.75
2022,May,01-05-2022,Food Cost,Milk products,,Baga,254555.2
2022,May,01-05-2022,Food Cost,Spices,,Baga,206800.55
2022,May,01-05-2022,Food Cost,Vegetables,,Baga,307404.56
2022,May,01-05-2022,Food Cost,Ready to eat,,Baga,148454.92
2022,May,01-05-2022,Operating Cost,Salaries,,Baga,612054.04
2022,May,01-05-2022,Operating Cost,Rent,,Baga,267137.33
2022,May,01-05-2022,Operating Cost,Water,,Baga,59932.74
2022,May,01-05-2022,Operating Cost,Electricity,,Baga,119865.47
2022,May,01-05-2022,Operating Cost,Staff room rent,,Baga,40699.2
2022,May,01-05-2022,Operating Cost,Staff electricity,,Baga,18660.4
2022,May,01-05-2022,Operating Cost,Commission,,Baga,559960.33
2022,May,01-05-2022,Operating Cost,Admin expenses,,Baga,812743.23
2022,May,01-05-2022,Operating Cost,Repairs and maintenance,,Baga,57203.62
2022,May,01-05-2022,Operating Cost,Advertisement,,Baga,59932.74
2022,May,01-05-2022,Revenue,Sales,AC,KTC,1140872.6
2022,May,01-05-2022,Revenue,Sales,Non AC,KTC,2566963.35
2022,May,01-05-2022,Revenue,Sales,Swiggy,KTC,855654.45
2022,May,01-05-2022,Revenue,Sales,Zomato,KTC,855654.45
2022,May,01-05-2022,Revenue,Sales,Takeaway,KTC,285218.15
2022,May,01-05-2022,Food Cost,Bakery,,KTC,91862
2022,May,01-05-2022,Food Cost,Beverages,,KTC,130086.23
2022,May,01-05-2022,Food Cost,Fruits,,KTC,186133.14
2022,May,01-05-2022,Food Cost,Groceries,,KTC,616468.55
2022,May,01-05-2022,Food Cost,Milk products,,KTC,235819.24
2022,May,01-05-2022,Food Cost,Spices,,KTC,172772.76
2022,May,01-05-2022,Food Cost,Vegetables,,KTC,328293.92
2022,May,01-05-2022,Food Cost,Ready to eat,,KTC,131779.61
2022,May,01-05-2022,Operating Cost,Salaries,,KTC,593719.2
2022,May,01-05-2022,Operating Cost,Rent,,KTC,252471.02
2022,May,01-05-2022,Operating Cost,Water,,KTC,57043.63
2022,May,01-05-2022,Operating Cost,Electricity,,KTC,114087.26
2022,May,01-05-2022,Operating Cost,Staff room rent,,KTC,38521.21
2022,May,01-05-2022,Operating Cost,Staff electricity,,KTC,20478.19
2022,May,01-05-2022,Operating Cost,Commission,,KTC,501099.09
2022,May,01-05-2022,Operating Cost,Admin expenses,,KTC,759389.03
2022,May,01-05-2022,Operating Cost,Repairs and maintenance,,KTC,55950.2
2022,May,01-05-2022,Operating Cost,Advertisement,,KTC,57043.63
2022,May,01-05-2022,Revenue,Sales,AC,Khorlim,1005595.8
2022,May,01-05-2022,Revenue,Sales,Non AC,Khorlim,2262590.54
2022,May,01-05-2022,Revenue,Sales,Swiggy,Khorlim,754196.85
2022,May,01-05-2022,Revenue,Sales,Zomato,Khorlim,754196.85
2022,May,01-05-2022,Revenue,Sales,Takeaway,Khorlim,251398.95
2022,May,01-05-2022,Food Cost,Bakery,,Khorlim,83300.07
2022,May,01-05-2022,Food Cost,Beverages,,Khorlim,110528.62
2022,May,01-05-2022,Food Cost,Fruits,,Khorlim,160222.89
2022,May,01-05-2022,Food Cost,Groceries,,Khorlim,589516.83
2022,May,01-05-2022,Food Cost,Milk products,,Khorlim,248860.86
2022,May,01-05-2022,Food Cost,Spices,,Khorlim,158234.19
2022,May,01-05-2022,Food Cost,Vegetables,,Khorlim,297987.58
2022,May,01-05-2022,Food Cost,Ready to eat,,Khorlim,112931.33
2022,May,01-05-2022,Operating Cost,Salaries,,Khorlim,478487.06
2022,May,01-05-2022,Operating Cost,Rent,,Khorlim,247289.66
2022,May,01-05-2022,Operating Cost,Water,,Khorlim,50279.79
2022,May,01-05-2022,Operating Cost,Electricity,,Khorlim,100559.58
2022,May,01-05-2022,Operating Cost,Staff room rent,,Khorlim,33404.68
