Year,Month,Location,Item,Category,UOM,Price,Opening Stock (Qty),Purchases (Qty),Consumption (Qty),Ideal Closing Stock,Actual Closing Stock,Ideal Closing stock Value,Actual Closing stock Value,Variance
2023,October,Baga,Chicken,Poultry and Meat,Pcs,374.51,64,91,35,120,120,44941.2,44941.2,0
2023,November,Baga,Chicken,Poultry and Meat,Pcs,411.03,120,39,122,37,37,15208.11,15208.11,0
2023,December,Baga,Chicken,Poultry and Meat,Pcs,401.36,37,78,22,93,93,37326.48,37326.48,0
2024,January,Baga,Chicken,Poultry and Meat,Pcs,386.35,93,59,87,65,64,25112.75,24726.4,-386.35
2024,February,Baga,Chicken,Poultry and Meat,Pcs,381.61,64,54,67,51,49,19462.11,18698.89,-763.22
2024,March,Baga,Chicken,Poultry and Meat,Pcs,408.14,49,44,68,25,23,10203.5,9387.22,-816.28
2024,April,Baga,Chicken,Poultry and Meat,Pcs,399.09,23,41,56,8,8,3192.72,3192.72,0
2024,May,Baga,Chicken,Poultry and Meat,Pcs,382.6,8,99,58,49,51,18747.4,19512.6,765.2
2024,June,Baga,Chicken,Poultry and Meat,Pcs,409.49,51,40,81,10,10,4094.9,4094.9,0
2024,July,Baga,Chicken,Poultry and Meat,Pcs,411.23,10,81,23,68,68,27963.64,27963.64,0
2024,August,Baga,Chicken,Poultry and Meat,Pcs,388.19,68,92,73,87,87,33772.53,33772.53,0
2024,September,Baga,Chicken,Poultry and Meat,Pcs,405.01,87,86,22,151,152,61156.51,61561.52,405.01
2024,October,Baga,Chicken,Poultry and Meat,Pcs,403.84,152,83,66,169,171,68248.96,69056.64,807.68
2024,November,Baga,Chicken,Poultry and Meat,Pcs,407.1,171,49,141,79,77,32160.9,31346.7,-814.2
2024,December,Baga,Chicken,Poultry and Meat,Pcs,379.27,77,64,69,72,71,27307.44,26928.17,-379.27
2022,January,Panaji,Chicken,Poultry and Meat,Pcs,411.51,111,32,51,92,92,37858.92,37858.92,0
2022,February,Panaji,Chicken,Poultry and Meat,Pcs,381.25,92,97,161,28,28,10675,10675,0
2022,March,Panaji,Chicken,Poultry and Meat,Pcs,376.03,28,85,86,27,27,10152.81,10152.81,0
2022,April,Panaji,Chicken,Poultry and Meat,Pcs,377.53,27,38,22,43,41,16233.79,15478.73,-755.06
2022,May,Panaji,Chicken,Poultry and Meat,Pcs,405.86,41,71,28,84,86,34092.24,34903.96,811.72
2022,June,Panaji,Chicken,Poultry and Meat,Pcs,398.14,86,34,30,90,90,35832.6,35832.6,0
2022,July,Panaji,Chicken,Poultry and Meat,Pcs,383.48,90,67,91,66,66,25309.68,25309.68,0
2022,August,Panaji,Chicken,Poultry and Meat,Pcs,400.81,66,47,89,24,24,9619.44,9619.44,0
2022,September,Panaji,Chicken,Poultry and Meat,Pcs,381.08,24,57,24,57,57,21721.56,21721.56,0
2022,October,Panaji,Chicken,Poultry and Meat,Pcs,405.82,57,69,64,62,63,25160.84,25566.66,405.82
2022,November,Panaji,Chicken,Poultry and Meat,Pcs,395.67,63,87,86,64,63,25322.88,24927.21,-395.67
2022,December,Panaji,Chicken,Poultry and Meat,Pcs,393.77,63,62,25,100,100,39377,39377,0
2023,January,Panaji,Chicken,Poultry and Meat,Pcs,406.48,100,88,78,110,108,44712.8,43899.84,-812.96
2023,February,Panaji,Chicken,Poultry and Meat,Pcs,385.54,108,74,108,74,74,28529.96,28529.96,0
2023,March,Panaji,Chicken,Poultry and Meat,Pcs,399.11,74,92,26,140,140,55875.4,55875.4,0
2023,April,Panaji,Chicken,Poultry and Meat,Pcs,406.98,140,87,50,177,179,72035.46,72849.42,813.96
2023,May,Panaji,Chicken,Poultry and Meat,Pcs,372.65,179,61,126,114,114,42482.1,42482.1,0
2023,June,Panaji,Chicken,Poultry and Meat,Pcs,401.6,114,60,101,73,73,29316.8,29316.8,0
2023,July,Panaji,Chicken,Poultry and Meat,Pcs,394.25,73,41,58,56,55,22078,21683.75,-394.25
2023,August,Panaji,Chicken,Poultry and Meat,Pcs,383.7,55,75,46,84,82,32230.8,31463.4,-767.4
2023,September,Panaji,Chicken,Poultry and Meat,Pcs,394.4,82,89,107,64,64,25241.6,25241.6,0
2023,October,Panaji,Chicken,Poultry and Meat,Pcs,403.02,64,99,93,70,68,28211.4,27405.36,-806.04
2023,November,Panaji,Chicken,Poultry and Meat,Pcs,410.2,68,92,79,81,83,33226.2,34046.6,820.4
2023,December,Panaji,Chicken,Poultry and Meat,Pcs,408.99,83,51,87,47,47,19222.53,19222.53,0
2024,January,Panaji,Chicken,Poultry and Meat,Pcs,399.42,47,97,110,34,32,13580.28,12781.44,-798.84
2024,February,Panaji,Chicken,Poultry and Meat,Pcs,402.67,32,46,29,49,50,19730.83,20133.5,402.67
2024,March,Panaji,Chicken,Poultry and Meat,Pcs,386.01,50,79,33,96,98,37056.96,37828.98,772.02
2024,April,Panaji,Chicken,Poultry and Meat,Pcs,410.43,98,65,144,19,19,7798.17,7798.17,0
2024,May,Panaji,Chicken,Poultry and Meat,Pcs,373.41,19,40,52,7,8,2613.87,2987.28,373.41
2024,June,Panaji,Chicken,Poultry and Meat,Pcs,387.03,8,61,30,39,38,15094.17,14707.14,-387.03
2024,July,Panaji,Chicken,Poultry and Meat,Pcs,372.49,38,75,48,65,65,24211.85,24211.85,0
2024,August,Panaji,Chicken,Poultry and Meat,Pcs,389.16,65,42,58,49,51,19068.84,19847.16,778.32
2024,September,Panaji,Chicken,Poultry and Meat,Pcs,403.61,51,58,94,15,15,6054.15,6054.15,0
2024,October,Panaji,Chicken,Poultry and Meat,Pcs,405.38,15,76,41,50,50,20269,20269,0
2024,November,Panaji,Chicken,Poultry and Meat,Pcs,383.16,50,85,111,24,24,9195.84,9195.84,0
2024,December,Panaji,Chicken,Poultry and Meat,Pcs,409.44,24,88,103,9,10,3684.96,4094.4,409.44
2022,January,Khorlim,Chicken,Poultry and Meat,Pcs,383.2,68,32,20,80,79,30656,30272.8,-383.2
2022,February,Khorlim,Chicken,Poultry and Meat,Pcs,407.5,79,44,53,70,70,28525,28525,0
2022,March,Khorlim,Chicken,Poultry and Meat,Pcs,380.3,70,54,43,81,81,30804.3,30804.3,0
2022,April,Khorlim,Chicken,Poultry and Meat,Pcs,394.51,81,56,91,46,46,18147.46,18147.46,0
2022,May,Khorlim,Chicken,Poultry and Meat,Pcs,379.72,46,46,72,20,22,7594.4,8353.84,759.44
2022,June,Khorlim,Chicken,Poultry and Meat,Pcs,390.23,22,79,90,11,11,4292.53,4292.53,0
2022,July,Khorlim,Chicken,Poultry and Meat,Pcs,403.69,11,73,72,12,12,4844.28,4844.28,0
2022,August,Khorlim,Chicken,Poultry and Meat,Pcs,410.38,12,49,34,27,25,11080.26,10259.5,-820.76
2022,September,Khorlim,Chicken,Poultry and Meat,Pcs,372.5,25,46,63,8,8,2980,2980,0
2022,October,Khorlim,Chicken,Poultry and Meat,Pcs,389.32,8,67,67,8,6,3114.56,2335.92,-778.64
2022,November,Khorlim,Chicken,Poultry and Meat,Pcs,378.75,6,31,27,10,10,3787.5,3787.5,0
2022,December,Khorlim,Chicken,Poultry and Meat,Pcs,411.04,10,50,37,23,24,9453.92,9864.96,411.04
2023,January,Khorlim,Chicken,Poultry and Meat,Pcs,387.84,24,67,51,40,40,15513.6,15513.6,0
2023,February,Khorlim,Chicken,Poultry and Meat,Pcs,399.69,40,62,60,42,42,16786.98,16786.98,0
2023,March,Khorlim,Chicken,Poultry and Meat,Pcs,391.29,42,70,36,76,76,29738.04,29738.04,0
2023,April,Khorlim,Chicken,Poultry and Meat,Pcs,411.13,76,61,98,39,40,16034.07,16445.2,411.13
2023,May,Khorlim,Chicken,Poultry and Meat,Pcs,396.68,40,49,52,37,36,14677.16,14280.48,-396.68
2023,June,Khorlim,Chicken,Poultry and Meat,Pcs,402.86,36,31,52,15,13,6042.9,5237.18,-805.72
2023,July,Khorlim,Chicken,Poultry and Meat,Pcs,407.05,13,59,52,20,20,8141,8141,0
2023,August,Khorlim,Chicken,Poultry and Meat,Pcs,375.53,20,51,58,13,12,4881.89,4506.36,-375.53
2023,September,Khorlim,Chicken,Poultry and Meat,Pcs,410.77,12,75,34,53,52,21770.81,21360.04,-410.77
2023,October,Khorlim,Chicken,Poultry and Meat,Pcs,374.06,52,73,68,57,57,21321.42,21321.42,0
2023,November,Khorlim,Chicken,Poultry and Meat,Pcs,377.32,57,35,28,64,65,24148.48,24525.8,377.32
2023,December,Khorlim,Chicken,Poultry and Meat,Pcs,396.62,65,61,60,66,65,26176.92,25780.3,-396.62
2024,January,Khorlim,Chicken,Poultry and Meat,Pcs,409.11,65,79,111,33,34,13500.63,13909.74,409.11
2024,February,Khorlim,Chicken,Poultry and Meat,Pcs,403.16,34,36,30,40,40,16126.4,16126.4,0
2024,March,Khorlim,Chicken,Poultry and Meat,Pcs,394.13,40,35,41,34,33,13400.42,13006.29,-394.13
2024,April,Khorlim,Chicken,Poultry and Meat,Pcs,391.3,33,70,79,24,23,9391.2,8999.9,-391.3
2024,May,Khorlim,Chicken,Poultry and Meat,Pcs,389.64,23,41,42,22,22,8572.08,8572.08,0
2024,June,Khorlim,Chicken,Poultry and Meat,Pcs,378.7,22,74,38,58,60,21964.6,22722,757.4
2024,July,Khorlim,Chicken,Poultry and Meat,Pcs,390.88,60,74,27,107,107,41824.16,41824.16,0
2024,August,Khorlim,Chicken,Poultry and Meat,Pcs,403.41,107,84,51,140,140,56477.4,56477.4,0
2024,September,Khorlim,Chicken,Poultry and Meat,Pcs,378.79,140,99,165,74,74,28030.46,28030.46,0
2024,October,Khorlim,Chicken,Poultry and Meat,Pcs,381.4,74,85,124,35,35,13349,13349,0
2024,November,Khorlim,Chicken,Poultry and Meat,Pcs,397.94,35,64,80,19,19,7560.86,7560.86,0
2024,December,Khorlim,Chicken,Poultry and Meat,Pcs,388.85,19,36,31,24,22,9332.4,8554.7,-777.7
2022,January,KTC,Chicken,Poultry and Meat,Pcs,410.11,143,87,208,22,22,9022.42,9022.42,0
2022,February,KTC,Chicken,Poultry and Meat,Pcs,397.1,22,49,43,28,27,11118.8,10721.7,-397.1
2022,March,KTC,Chicken,Poultry and Meat,Pcs,406.44,27,65,85,7,9,2845.08,3657.96,812.88
2022,April,KTC,Chicken,Poultry and Meat,Pcs,407.76,9,35,26,18,17,7339.68,6931.92,-407.76
2022,May,KTC,Chicken,Poultry and Meat,Pcs,411.34,17,87,31,73,73,30027.82,30027.82,0
2022,June,KTC,Chicken,Poultry and Meat,Pcs,396.87,73,69,40,102,104,40480.74,41274.48,793.74
2022,July,KTC,Chicken,Poultry and Meat,Pcs,381.69,104,55,27,132,132,50383.08,50383.08,0
2022,August,KTC,Chicken,Poultry and Meat,Pcs,408.09,132,71,191,12,13,4897.08,5305.17,408.09
2022,September,KTC,Chicken,Poultry and Meat,Pcs,410.53,13,66,24,55,56,22579.15,22989.68,410.53
2022,October,KTC,Chicken,Poultry and Meat,Pcs,391.75,56,91,137,10,10,3917.5,3917.5,0
2022,November,KTC,Chicken,Poultry and Meat,Pcs,388.33,10,43,44,9,9,3494.97,3494.97,0
2022,December,KTC,Chicken,Poultry and Meat,Pcs,395.69,9,99,36,72,72,28489.68,28489.68,0
2023,January,KTC,Chicken,Poultry and Meat,Pcs,384.69,72,57,85,44,44,16926.36,16926.36,0
2023,February,KTC,Chicken,Poultry and Meat,Pcs,398.19,44,94,59,79,79,31457.01,31457.01,0
2023,March,KTC,Chicken,Poultry and Meat,Pcs,377.58,79,74,66,87,89,32849.46,33604.62,755.16
2023,April,KTC,Chicken,Poultry and Meat,Pcs,381.7,89,96,137,48,49,18321.6,18703.3,381.7
2023,May,KTC,Chicken,Poultry and Meat,Pcs,385.42,49,39,20,68,68,26208.56,26208.56,0
2023,June,KTC,Chicken,Poultry and Meat,Pcs,382.2,68,72,95,45,43,17199,16434.6,-764.4
2023,July,KTC,Chicken,Poultry and Meat,Pcs,382.35,43,57,56,44,46,16823.4,17588.1,764.7
2023,August,KTC,Chicken,Poultry and Meat,Pcs,398.47,46,66,68,44,42,17532.68,16735.74,-796.94
2023,September,KTC,Chicken,Poultry and Meat,Pcs,400.1,42,85,47,80,82,32008,32808.2,800.2
2023,October,KTC,Chicken,Poultry and Meat,Pcs,406.49,82,90,167,5,4,2032.45,1625.96,-406.49
2023,November,KTC,Chicken,Poultry and Meat,Pcs,411.13,4,66,39,31,30,12745.03,12333.9,-411.13
2023,December,KTC,Chicken,Poultry and Meat,Pcs,373.99,30,64,89,5,5,1869.95,1869.95,0
2024,January,KTC,Chicken,Poultry and Meat,Pcs,409.06,5,98,52,51,49,20862.06,20043.94,-818.12
2024,February,KTC,Chicken,Poultry and Meat,Pcs,395.37,49,41,39,51,51,20163.87,20163.87,0
2024,March,KTC,Chicken,Poultry and Meat,Pcs,391.26,51,72,117,6,4,2347.56,1565.04,-782.52
2024,April,KTC,Chicken,Poultry and Meat,Pcs,397.5,4,86,58,32,34,12720,13515,795
2024,May,KTC,Chicken,Poultry and Meat,Pcs,382.41,34,72,69,37,39,14149.17,14913.99,764.82
2024,June,KTC,Chicken,Poultry and Meat,Pcs,398.59,39,52,64,27,27,10761.93,10761.93,0
2024,July,KTC,Chicken,Poultry and Meat,Pcs,400.07,27,37,40,24,22,9601.68,8801.54,-800.14
2024,August,KTC,Chicken,Poultry and Meat,Pcs,401.1,22,58,51,29,30,11631.9,12033,401.1
2024,September,KTC,Chicken,Poultry and Meat,Pcs,406.48,30,76,53,53,51,21543.44,20730.48,-812.96
2024,October,KTC,Chicken,Poultry and Meat,Pcs,405.31,51,72,93,30,31,12159.3,12564.61,405.31
2024,November,KTC,Chicken,Poultry and Meat,Pcs,391.94,31,46,45,32,34,12542.08,13325.96,783.88
2024,December,KTC,Chicken,Poultry and Meat,Pcs,394.82,34,75,87,22,20,8686.04,7896.4,-789.64
2022,January,Margao,Chicken,Poultry and Meat,Pcs,380.9,50,43,72,21,21,7998.9,7998.9,0
2022,February,Margao,Chicken,Poultry and Meat,Pcs,395.08,21,91,111,1,0,395.08,0,-395.08
2022,March,Margao,Chicken,Poultry and Meat,Pcs,411.63,0,99,82,17,15,6997.71,6174.45,-823.26
2022,April,Margao,Chicken,Poultry and Meat,Pcs,406.42,15,77,32,60,58,24385.2,23572.36,-812.84
2022,May,Margao,Chicken,Poultry and Meat,Pcs,375.99,58,60,94,24,24,9023.76,9023.76,0
2022,June,Margao,Chicken,Poultry and Meat,Pcs,397.95,24,33,38,19,20,7561.05,7959,397.95
2022,July,Margao,Chicken,Poultry and Meat,Pcs,407.79,20,42,60,2,4,815.58,1631.16,815.58
2022,August,Margao,Chicken,Poultry and Meat,Pcs,389.52,4,30,27,7,8,2726.64,3116.16,389.52
2022,September,Margao,Chicken,Poultry and Meat,Pcs,393.79,8,44,20,32,32,12601.28,12601.28,0
2022,October,Margao,Chicken,Poultry and Meat,Pcs,396.36,32,44,40,36,36,14268.96,14268.96,0
2022,November,Margao,Chicken,Poultry and Meat,Pcs,387.68,36,62,68,30,28,11630.4,10855.04,-775.36
2022,December,Margao,Chicken,Poultry and Meat,Pcs,389.87,28,40,54,14,15,5458.18,5848.05,389.87
2023,January,Margao,Chicken,Poultry and Meat,Pcs,397.64,15,95,65,45,43,17893.8,17098.52,-795.28
2023,February,Margao,Chicken,Poultry and Meat,Pcs,387.34,43,55,91,7,6,2711.38,2324.04,-387.34
2023,March,Margao,Chicken,Poultry and Meat,Pcs,391.23,6,55,44,17,17,6650.91,6650.91,0
2023,April,Margao,Chicken,Poultry and Meat,Pcs,378.29,17,77,56,38,40,14375.02,15131.6,756.58
2023,May,Margao,Chicken,Poultry and Meat,Pcs,393.37,40,44,62,22,24,8654.14,9440.88,786.74
2023,June,Margao,Chicken,Poultry and Meat,Pcs,404.32,24,72,40,56,58,22641.92,23450.56,808.64
2023,July,Margao,Chicken,Poultry and Meat,Pcs,389.34,58,76,34,100,98,38934,38155.32,-778.68
2023,August,Margao,Chicken,Poultry and Meat,Pcs,398.11,98,80,34,144,144,57327.84,57327.84,0
2023,September,Margao,Chicken,Poultry and Meat,Pcs,409.08,144,48,53,139,140,56862.12,57271.2,409.08
2023,October,Margao,Chicken,Poultry and Meat,Pcs,391.5,140,81,46,175,175,68512.5,68512.5,0
2023,November,Margao,Chicken,Poultry and Meat,Pcs,403.93,175,64,155,84,83,33930.12,33526.19,-403.93
2023,December,Margao,Chicken,Poultry and Meat,Pcs,396.38,83,47,21,109,107,43205.42,42412.66,-792.76
2024,January,Margao,Chicken,Poultry and Meat,Pcs,410.74,107,36,114,29,29,11911.46,11911.46,0
2024,February,Margao,Chicken,Poultry and Meat,Pcs,379.56,29,42,50,21,23,7970.76,8729.88,759.12
2024,March,Margao,Chicken,Poultry and Meat,Pcs,384.02,23,71,80,14,13,5376.28,4992.26,-384.02
2024,April,Margao,Chicken,Poultry and Meat,Pcs,408.43,13,97,26,84,85,34308.12,34716.55,408.43
2024,May,Margao,Chicken,Poultry and Meat,Pcs,394.02,85,74,125,34,36,13396.68,14184.72,788.04
2024,June,Margao,Chicken,Poultry and Meat,Pcs,409.75,36,51,40,47,48,19258.25,19668,409.75
2024,July,Margao,Chicken,Poultry and Meat,Pcs,395.72,48,55,28,75,77,29679,30470.44,791.44
2024,August,Margao,Chicken,Poultry and Meat,Pcs,396.4,77,71,91,57,55,22594.8,21802,-792.8
2024,September,Margao,Chicken,Poultry and Meat,Pcs,381.73,55,66,87,34,33,12978.82,12597.09,-381.73
2024,October,Margao,Chicken,Poultry and Meat,Pcs,401.14,33,89,58,64,63,25672.96,25271.82,-401.14
2024,November,Margao,Chicken,Poultry and Meat,Pcs,404.19,63,48,55,56,55,22634.64,22230.45,-404.19
2024,December,Margao,Chicken,Poultry and Meat,Pcs,390.16,55,98,68,85,85,33163.6,33163.6,0
2022,January,Porvorim,Chicken,Poultry and Meat,Pcs,390.99,147,50,169,28,28,10947.72,10947.72,0
2022,February,Porvorim,Chicken,Poultry and Meat,Pcs,397.62,28,61,30,59,58,23459.58,23061.96,-397.62
2022,March,Porvorim,Chicken,Poultry and Meat,Pcs,382.52,58,86,44,100,99,38252,37869.48,-382.52
2022,April,Porvorim,Chicken,Poultry and Meat,Pcs,383.21,99,36,104,31,30,11879.51,11496.3,-383.21
2022,May,Porvorim,Chicken,Poultry and Meat,Pcs,388.3,30,68,60,38,36,14755.4,13978.8,-776.6
2022,June,Porvorim,Chicken,Poultry and Meat,Pcs,373.07,36,53,79,10,11,3730.7,4103.77,373.07
2022,July,Porvorim,Chicken,Poultry and Meat,Pcs,376.53,11,71,51,31,33,11672.43,12425.49,753.06
2022,August,Porvorim,Chicken,Poultry and Meat,Pcs,402.74,33,65,55,43,43,17317.82,17317.82,0
2022,September,Porvorim,Chicken,Poultry and Meat,Pcs,388.18,43,99,60,82,84,31830.76,32607.12,776.36
2022,October,Porvorim,Chicken,Poultry and Meat,Pcs,375.17,84,78,79,83,82,31139.11,30763.94,-375.17
2022,November,Porvorim,Chicken,Poultry and Meat,Pcs,398.7,82,73,46,109,109,43458.3,43458.3,0
2022,December,Porvorim,Chicken,Poultry and Meat,Pcs,383.08,109,79,86,102,103,39074.16,39457.24,383.08
2023,January,Porvorim,Chicken,Poultry and Meat,Pcs,381.5,103,87,22,168,169,64092,64473.5,381.5
2023,February,Porvorim,Chicken,Poultry and Meat,Pcs,398.69,169,73,21,221,222,88110.49,88509.18,398.69
2023,March,Porvorim,Chicken,Poultry and Meat,Pcs,394.32,222,59,135,146,147,57570.72,57965.04,394.32
2023,April,Porvorim,Chicken,Poultry and Meat,Pcs,394.49,147,65,96,116,116,45760.84,45760.84,0
2023,May,Porvorim,Chicken,Poultry and Meat,Pcs,399.5,116,84,125,75,76,29962.5,30362,399.5
2023,June,Porvorim,Chicken,Poultry and Meat,Pcs,389.02,76,84,31,129,127,50183.58,49405.54,-778.04
2023,July,Porvorim,Chicken,Poultry and Meat,Pcs,384.24,127,37,22,142,143,54562.08,54946.32,384.24
2023,August,Porvorim,Chicken,Poultry and Meat,Pcs,381.65,143,34,123,54,54,20609.1,20609.1,0
2023,September,Porvorim,Chicken,Poultry and Meat,Pcs,382,54,59,40,73,73,27886,27886,0
2023,October,Porvorim,Chicken,Poultry and Meat,Pcs,396.9,73,61,52,82,82,32545.8,32545.8,0
2023,November,Porvorim,Chicken,Poultry and Meat,Pcs,404.83,82,67,55,94,92,38054.02,37244.36,-809.66
2023,December,Porvorim,Chicken,Poultry and Meat,Pcs,381.36,92,95,124,63,63,24025.68,24025.68,0
2024,January,Porvorim,Chicken,Poultry and Meat,Pcs,386.03,63,94,94,63,63,24319.89,24319.89,0
2024,February,Porvorim,Chicken,Poultry and Meat,Pcs,388.01,63,52,45,70,70,27160.7,27160.7,0
2024,March,Porvorim,Chicken,Poultry and Meat,Pcs,406.69,70,35,54,51,52,20741.19,21147.88,406.69
2024,April,Porvorim,Chicken,Poultry and Meat,Pcs,391.93,52,89,120,21,21,8230.53,8230.53,0
2024,May,Porvorim,Chicken,Poultry and Meat,Pcs,380.62,21,78,61,38,39,14463.56,14844.18,380.62
2024,June,Porvorim,Chicken,Poultry and Meat,Pcs,404.5,39,64,49,54,53,21843,21438.5,-404.5
2024,July,Porvorim,Chicken,Poultry and Meat,Pcs,406.48,53,35,86,2,4,812.96,1625.92,812.96
2024,August,Porvorim,Chicken,Poultry and Meat,Pcs,384.39,4,44,40,8,8,3075.12,3075.12,0
2024,September,Porvorim,Chicken,Poultry and Meat,Pcs,379.25,8,31,22,17,16,6447.25,6068,-379.25
2024,October,Porvorim,Chicken,Poultry and Meat,Pcs,409.98,16,39,44,11,10,4509.78,4099.8,-409.98
2024,November,Porvorim,Chicken,Poultry and Meat,Pcs,377.64,10,83,52,41,41,15483.24,15483.24,0
2024,December,Porvorim,Chicken,Poultry and Meat,Pcs,396.22,41,94,129,6,7,2377.32,2773.54,396.22
2022,January,Siolim,Chicken,Poultry and Meat,Pcs,392.15,101,70,153,18,16,7058.7,6274.4,-784.3
2022,February,Siolim,Chicken,Poultry and Meat,Pcs,398.57,16,37,40,13,12,5181.41,4782.84,-398.57
2022,March,Siolim,Chicken,Poultry and Meat,Pcs,392.29,12,97,64,45,45,17653.05,17653.05,0
2022,April,Siolim,Chicken,Poultry and Meat,Pcs,402.9,45,42,50,37,38,14907.3,15310.2,402.9
2022,May,Siolim,Chicken,Poultry and Meat,Pcs,406.8,38,89,82,45,46,18306,18712.8,406.8
2022,June,Siolim,Chicken,Poultry and Meat,Pcs,372.46,46,72,21,97,97,36128.62,36128.62,0
2022,July,Siolim,Chicken,Poultry and Meat,Pcs,386.75,97,60,24,133,133,51437.75,51437.75,0
2022,August,Siolim,Chicken,Poultry and Meat,Pcs,379.97,133,31,145,19,19,7219.43,7219.43,0
2022,September,Siolim,Chicken,Poultry and Meat,Pcs,402.02,19,60,75,4,6,1608.08,2412.12,804.04
2022,October,Siolim,Chicken,Poultry and Meat,Pcs,411.01,6,38,22,22,22,9042.22,9042.22,0
2022,November,Siolim,Chicken,Poultry and Meat,Pcs,377.21,22,91,26,87,87,32817.27,32817.27,0
2022,December,Siolim,Chicken,Poultry and Meat,Pcs,396.68,87,33,59,61,59,24197.48,23404.12,-793.36
2023,January,Siolim,Chicken,Poultry and Meat,Pcs,381.57,59,81,112,28,28,10683.96,10683.96,0
2023,February,Siolim,Chicken,Poultry and Meat,Pcs,398.16,28,67,69,26,28,10352.16,11148.48,796.32
2023,March,Siolim,Chicken,Poultry and Meat,Pcs,403.5,28,92,81,39,39,15736.5,15736.5,0
2023,April,Siolim,Chicken,Poultry and Meat,Pcs,386.34,39,56,33,62,64,23953.08,24725.76,772.68
2023,May,Siolim,Chicken,Poultry and Meat,Pcs,401.21,64,34,74,24,23,9629.04,9227.83,-401.21
2023,June,Siolim,Chicken,Poultry and Meat,Pcs,377.69,23,50,57,16,18,6043.04,6798.42,755.38
2023,July,Siolim,Chicken,Poultry and Meat,Pcs,395.27,18,87,58,47,47,18577.69,18577.69,0
2023,August,Siolim,Chicken,Poultry and Meat,Pcs,380.88,47,82,101,28,28,10664.64,10664.64,0
2023,September,Siolim,Chicken,Poultry and Meat,Pcs,410.07,28,65,79,14,14,5740.98,5740.98,0
2023,October,Siolim,Chicken,Poultry and Meat,Pcs,390.26,14,81,74,21,21,8195.46,8195.46,0
2023,November,Siolim,Chicken,Poultry and Meat,Pcs,391.59,21,97,53,65,65,25453.35,25453.35,0
2023,December,Siolim,Chicken,Poultry and Meat,Pcs,381.99,65,81,48,98,99,37435.02,37817.01,381.99
2024,January,Siolim,Chicken,Poultry and Meat,Pcs,387.83,99,71,160,10,8,3878.3,3102.64,-775.66
2024,February,Siolim,Chicken,Poultry and Meat,Pcs,409.9,8,46,28,26,24,10657.4,9837.6,-819.8
2024,March,Siolim,Chicken,Poultry and Meat,Pcs,399.43,24,89,67,46,46,18373.78,18373.78,0
2024,April,Siolim,Chicken,Poultry and Meat,Pcs,383.4,46,87,79,54,54,20703.6,20703.6,0
2024,May,Siolim,Chicken,Poultry and Meat,Pcs,404.8,54,63,27,90,90,36432,36432,0
2024,June,Siolim,Chicken,Poultry and Meat,Pcs,390.09,90,78,98,70,68,27306.3,26526.12,-780.18
2024,July,Siolim,Chicken,Poultry and Meat,Pcs,375.06,68,74,102,40,40,15002.4,15002.4,0
2024,August,Siolim,Chicken,Poultry and Meat,Pcs,401.36,40,94,106,28,28,11238.08,11238.08,0
2024,September,Siolim,Chicken,Poultry and Meat,Pcs,374.32,28,72,20,80,80,29945.6,29945.6,0
2024,October,Siolim,Chicken,Poultry and Meat,Pcs,403.9,80,53,36,97,97,39178.3,39178.3,0
2024,November,Siolim,Chicken,Poultry and Meat,Pcs,392.39,97,87,178,6,7,2354.34,2746.73,392.39
2024,December,Siolim,Chicken,Poultry and Meat,Pcs,411.32,7,81,34,54,54,22211.28,22211.28,0
2022,January,Baga,Mutton,Poultry and Meat,Bottles,88.9,56,80,126,10,9,889,800.1,-88.9
2022,February,Baga,Mutton,Poultry and Meat,Bottles,82.98,9,37,29,17,18,1410.66,1493.64,82.98
2022,March,Baga,Mutton,Poultry and Meat,Bottles,82.84,18,37,44,11,9,911.24,745.56,-165.68
2022,April,Baga,Mutton,Poultry and Meat,Bottles,85.43,9,79,86,2,0,170.86,0,-170.86
2022,May,Baga,Mutton,Poultry and Meat,Bottles,84.34,0,97,60,37,35,3120.58,2951.9,-168.68
